RSSI_Antenna_1,RSSI_Antenna_2,RSSI_Antenna_3,RSSI_Antenna_4,RSSI_Antenna_5,AssetPoint_Longitude,AssetPoint_Latitude
-58.98132068781874,-170,-73.07105468723078,-81.72492349271415,-61.33871709018649,-8.50117028,40.89718227
-58.626088391659536,-170,-73.07257714816228,-81.17330621295824,-61.33947359068158,-8.50117028,40.89718227
-58.66250435869369,-170,-73.06712477536773,-81.74599233649712,-61.27738331235472,-8.50117028,40.89718227
-57.660506456667036,-170,-71.03195695244051,-82.78615471326955,-61.544629771991644,-8.50116726,40.89718328
-57.267089025166015,-170,-71.0240911349973,-82.80546170375335,-61.4695916551026,-8.50116726,40.89718328
-57.70814190736052,-170,-70.97909912424842,-82.81247514961046,-61.53463258448606,-8.50116726,40.89718328
-57.71853901738229,-170,-71.01592512835255,-82.81243830418354,-61.51338423501877,-8.50116726,40.89718328
-58.47494289572664,-170,-70.95810906216647,-85.80864695934424,-61.718507001801136,-8.50116424,40.89718379
-58.37732133287595,-170,-70.83196274612658,-85.83062217704261,-61.71771708199745,-8.50116424,40.89718379
-58.48761158667921,-170,-70.7924752176975,-85.80087853895755,-61.63143227007283,-8.50116424,40.89718379
-58.14549861259262,-170,-70.85430887225206,-82.81432580311889,-61.81820444330879,-8.50116089,40.8971848
-58.202126030957274,-170,-70.92655150483478,-82.7414276945236,-61.88920723979185,-8.50116089,40.8971848
-58.20052045771978,-170,-70.86752228401699,-82.80941085779428,-61.77965517965018,-8.50116089,40.8971848
-56.9576370471909,-170,-70.84899688708674,-80.85271958416399,-62.94703949507536,-8.50115754,40.89718506
-56.22100974039783,-170,-70.84950077768556,-80.81788621918318,-63.090511914473524,-8.50115754,40.89718506
-56.93619195869155,-170,-70.80757679784506,-80.8448336779021,-62.92605389902454,-8.50115754,40.89718506
-56.970220570407896,-170,-70.78250184243129,-80.87760946920223,-63.08785226374186,-8.50115754,40.89718506
-55.9288728652473,-170,-69.72237271104453,-82.84389072403087,-62.22467889765581,-8.50115485,40.89718404
-55.71888247084631,-170,-69.75486169485755,-82.71594269511519,-62.16374064849349,-8.50115485,40.89718404
-55.85361261795933,-170,-69.69611107396969,-82.82124587885598,-62.21286003548001,-8.50115485,40.89718404
-55.87954872914808,-170,-70.64886991108578,-82.50951745454759,-60.083646909522365,-8.50115284,40.89718278
-55.74469988461058,-170,-70.62372381726985,-82.79503165911325,-60.22885714025469,-8.50115284,40.89718278
-55.908413780201315,-170,-70.64707590987483,-81.75545580383492,-60.270275369350124,-8.50115284,40.89718278
-55.90396102924177,-170,-70.54501913311633,-85.6708326051657,-60.324867810561045,-8.50115117,40.897181
-56.02832932223336,-170,-70.56933604150714,-85.72069253268349,-60.37710012856136,-8.50115117,40.897181
-56.04832770411515,-170,-70.56313940866633,-85.72914639980375,-60.381003292414114,-8.50115117,40.897181
-56.03729513450083,-170,-70.57110836865313,-85.72453350128409,-60.33396629367799,-8.50115117,40.897181
-54.17504465139307,-170,-70.44615711365327,-78.66935671962497,-60.33130039705923,-8.50114916,40.89717872
